2008,
2304,0.00301070472792,0.00385269718034,0.00561731195441,0.00585436293571,0.00747510468909,0.00919776929648,0.0150224623179,0.0294517845785,0.0300309862622,0.0544449931468,0.066264468473,0.0785042651741,0.0778826850618,0.0826256192498,0.128918346164,0.194009965105,0.199870472098,0.272065151768,0.306047302839,0.396894388711,0.414249640975
2306,0.0026358520991,0.00333953117364,0.00493315519162,0.00513640886149,0.0066956524158,0.00827358122738,0.0138602658908,0.0269952839097,0.0275683986235,0.0449400734113,0.0555489864669,0.0655064827636,0.0647256433957,0.0695146835065,0.115305008607,0.178024530774,0.183051737061,0.242492614733,0.268942082846,0.325964985905,0.340506143701,0.356932263426
2400,0.00184254734076,0.00261657433933,0.00392209967751,0.00412260667465,0.00553184009642,0.00674349252971,0.011606066963,0.0225721957574,0.0231375188494,0.0377811734718,0.0467359902652,0.054742827604,0.0535894489272,0.0579516927397,0.0902854214349,0.148364158175,0.152188905231,0.195590627071,0.214860514584,0.26213652178,0.272130572231,0.286065500933,0.340482247371
2402,0.00185986428438,0.00259031192319,0.00372056366284,0.00392454806095,0.00538850810326,0.00653125087597,0.0111071585824,0.0214478946271,0.0227247742817,0.0374187091281,0.0465417733353,0.0546419711559,0.0534844230596,0.057919947939,0.0894752823522,0.148208730177,0.152053628621,0.19413028621,0.213229514153,0.244482661453,0.253008970998,0.264676848283,0.312039298293,0.402849959201
2500,0.00151796142907,0.00216027843589,0.00318560441667,0.00333984957424,0.00460750213392,0.00554949433306,0.00918924381167,0.0185866255388,0.0190153626354,0.0310159686175,0.0386982904209,0.0449778757777,0.0435258630734,0.0475961363222,0.0742244215163,0.127597557524,0.130368543355,0.164192914381,0.179032267713,0.214117687757,0.220481479963,0.230029916845,0.268793586082,0.329331999691,0.340222984351
2502,0.00131106033229,0.0018628271187,0.0027329346753,0.00286763576554,0.00430648671843,0.00512197810059,0.00815179732513,0.0164582484011,0.0166972260882,0.0274989141681,0.0340522404718,0.0396237979288,0.0383392627984,0.0420269814171,0.0656734131945,0.114440827745,0.116983285392,0.147259435104,0.159854416392,0.191493652457,0.197230771865,0.206072194961,0.239684460238,0.290730223562,0.299415732712,0.388437117077
2504,0.00129574566753,0.00185799911376,0.00267691660865,0.00281072094799,0.00391713209558,0.00468347153676,0.00770059977459,0.015886819939,0.0161366516036,0.0268561291342,0.0333871927597,0.0389233069149,0.0376390006327,0.0413181366075,0.0644805110935,0.113096519555,0.115693748338,0.14527786645,0.157730147863,0.189129252167,0.194678555458,0.203510766156,0.236498514208,0.286721934738,0.295282081343,0.382951507231,0.445111090185
3006,0.00129574566753,0.00185799911376,0.00267691660865,0.00281072094799,0.00391713209558,0.00468347153676,0.00770059977459,0.015886819939,0.0161366516036,0.0268561291342,0.0333871927597,0.0389233069149,0.0376390006327,0.0413181366075,0.0644805110935,0.113096519555,0.115693748338,0.14527786645,0.157730147863,0.189129252167,0.194678555458,0.203510766156,0.236498514208,0.286721934738,0.295282081343,0.382951507231,0.445111090185,0.455899362928
3008,0.00130316522175,0.00186861085593,0.00255050088734,0.0026847699088,0.00378209098375,0.00455332025019,0.00754968421173,0.0150649024849,0.015853438532,0.0267386760074,0.0333029469146,0.0386513979655,0.0373949377553,0.0410948804656,0.0630522571335,0.111771999418,0.114392080919,0.143230854288,0.155281765353,0.177646480172,0.182968836933,0.191642871155,0.220666026775,0.268155527907,0.287640405554,0.35953214871,0.412011341578,0.420554587165,0.420554587165
3010,0.0012974673048,0.00186046149565,0.00255491226783,0.00268860912385,0.00378117146723,0.00454907728619,0.00753282497004,0.0150157432003,0.0157864728755,0.0266315424805,0.0331745670705,0.0384678563429,0.0371868704744,0.0408759910481,0.0627033095603,0.111231810759,0.113847545791,0.142406264302,0.154440902855,0.176577056031,0.181810310767,0.190469634444,0.219404085908,0.265801843946,0.284991778907,0.355885586796,0.407294311776,0.415623397614,0.415623397614,0.449486185503
3012,0.00129614217413,0.00185856622114,0.00255232950709,0.00268588489175,0.00377734519837,0.00454449295152,0.00752537098096,0.0150013030249,0.0157713222379,0.0266070245778,0.033145086068,0.0384344398044,0.0371546701127,0.0408410573236,0.0626515439164,0.11114643057,0.113757928825,0.142311982376,0.154340059665,0.176455089674,0.181685678074,0.190340727366,0.219249819879,0.265626773062,0.284794435684,0.355403435516,0.406519371449,0.414815406824,0.414815406824,0.448661056466,0.455137638158
3014,0.00105902542994,0.00159027217024,0.00228549877428,0.00241543154576,0.00348261711598,0.00423371935629,0.00712845249791,0.0142878693188,0.0150428091859,0.0256004322665,0.0320362367021,0.0371920105209,0.0359409232923,0.0395723447926,0.0606618244011,0.108219312188,0.110694253557,0.13833536761,0.150043152103,0.171873207201,0.177060936205,0.18536444335,0.213467050387,0.25872094976,0.277078586445,0.345608402006,0.395327285095,0.403158149338,0.403158149338,0.436064684316,0.441791289538,0.44261526218
3016,0.00100789263291,0.00153832198175,0.00217398236429,0.00230297356186,0.00336464531344,0.0041122557939,0.00699594903686,0.014046053043,0.0147958856132,0.0252865847184,0.0317195076958,0.036818224479,0.0353868811893,0.0390090236437,0.0598192427905,0.107094465259,0.109420022796,0.136774531997,0.14831613319,0.169842366524,0.174993685153,0.183251039932,0.210917523657,0.255536446295,0.273577448167,0.340445641569,0.383660770882,0.391243780507,0.391243780507,0.423313349841,0.428709349143,0.429403870221,0.440855003791
3020,0.000977373437489,0.00144603485879,0.00209423131158,0.00221917093816,0.00324907709091,0.00393487232981,0.00672435836854,0.0135105816111,0.0142123115621,0.0242693545271,0.0305296301367,0.0351856054875,0.0337821593618,0.0373315455905,0.0576540755467,0.103817972218,0.106045038519,0.132291659708,0.143411866908,0.164419842553,0.169374805562,0.176909674973,0.203238698661,0.24621835202,0.263068054932,0.326702836769,0.36511557414,0.371978415872,0.371978415872,0.400819766098,0.405685956887,0.406340381539,0.417158269901,0.430666681951
3022,0.000954669356011,0.00141252293783,0.0021473646787,0.00226953690046,0.00327566082587,0.00394561922825,0.00667198845474,0.0138434795599,0.0140412171653,0.0238240026868,0.0299708132839,0.0345453955691,0.0331179371244,0.0366054952361,0.0566254785195,0.102156129533,0.104355937481,0.130185705655,0.141171430446,0.170294635643,0.175277533651,0.182678679257,0.211409611691,0.253533439084,0.259078409424,0.33383914868,0.372143295073,0.378893688677,0.378893688677,0.395298499515,0.399999425565,0.400648595062,0.411299005277,0.424518376563,0.454793952892
3030,0.000943580284138,0.00140854042653,0.00210683905612,0.00222751660953,0.00322210164746,0.00390910413005,0.00657084118141,0.0135670335021,0.0137698160003,0.0239868886731,0.0300547002728,0.0345847898489,0.0331501231142,0.0369418059233,0.0566563476525,0.101614792332,0.103765169307,0.12926563442,0.140133548004,0.168809502933,0.173755808789,0.18110542477,0.209175585509,0.250550165076,0.255884020831,0.329334929858,0.366409862794,0.372842372691,0.372842372691,0.388664508034,0.393279882175,0.393928357125,0.404024533463,0.416750597834,0.445117063404,0.453548486599
3034,0.000917351581192,0.00138166694053,0.0020791005653,0.00219953723565,0.00319265513705,0.00387873571061,0.0065370386303,0.0135240253884,0.013726595928,0.0239021490671,0.0299645384541,0.0344905523223,0.0330580399967,0.0368459294673,0.0563697956507,0.101194934806,0.103345844533,0.128799939648,0.139595283275,0.1682412753,0.173185670651,0.180531017691,0.208393030302,0.249644102173,0.254930602333,0.328210541871,0.36488483293,0.371293557909,0.371293557909,0.38671069316,0.391277026976,0.391925969845,0.401839182402,0.414538295685,0.442709222463,0.450948172411,0.461654210309
3040,0.000901794885187,0.00135828973605,0.00202001383477,0.00213829976646,0.00311478608291,0.00378621720604,0.00640219600569,0.0132572352306,0.0134570421839,0.0233790414926,0.0293702448084,0.0337818519979,0.0323723358765,0.0361136398006,0.0554545114975,0.0996670730249,0.101758202163,0.126393421778,0.136690339586,0.16485745939,0.169739735052,0.176750196651,0.204052708444,0.244005631275,0.249037050035,0.320462964448,0.355118511596,0.361022051445,0.361022051445,0.375580038738,0.380025300169,0.380615471809,0.390065606767,0.402016806723,0.429521908998,0.437105977438,0.446629874763,0.449369492317
3042,0.000904729218737,0.00136269932963,0.00202652655771,0.00214520822567,0.00312483760891,0.00379839021427,0.00639528171836,0.0132385352068,0.0134389910765,0.0233592456324,0.029203433487,0.0336308558236,0.0323457191348,0.0358107635972,0.0547880086949,0.099154611504,0.101273341699,0.125504373598,0.135843295587,0.164122028416,0.168792313129,0.17582600725,0.203168151738,0.240598258799,0.245600982027,0.316228545378,0.350617998406,0.356614183698,0.356614183698,0.371097698546,0.375369648704,0.375963158083,0.385190587393,0.397113907991,0.424388197173,0.431968268397,0.441368311248,0.444214612176,0.459146820391
3050,0.000844685187172,0.00128263872398,0.00192039019139,0.00203409353834,0.0029911794292,0.00363828549938,0.00613223779383,0.0125808078638,0.0127620306162,0.0221237040124,0.0274945377796,0.0316676858566,0.0304156618372,0.0337828528125,0.0515446982437,0.0946847647497,0.0966217258267,0.119584531568,0.129251867271,0.156569507773,0.161090103531,0.167952622451,0.194272337172,0.2295287893,0.234107368663,0.300405095656,0.331074134749,0.336161114369,0.336161114369,0.347123994845,0.351306144855,0.351887934683,0.360153193803,0.371260502978,0.395403219879,0.403004858064,0.410537285454,0.412688911638,0.42513274707,0.43064361737
3052,0.000854809575903,0.0012979782339,0.00184738793802,0.00196229694859,0.0029308441908,0.00358583369376,0.00608659497167,0.0121107767568,0.0127575156417,0.0223611891897,0.0277846993518,0.0319925031592,0.0307779195822,0.034175418348,0.0520230970066,0.0950471679474,0.096994271065,0.120112527149,0.129829194215,0.149246156277,0.153704587205,0.160648329733,0.184173616892,0.21996725789,0.234999573605,0.289586046149,0.319922574761,0.324895200036,0.324895200036,0.347205071249,0.351415427247,0.352000980163,0.360245180029,0.371070691163,0.395199647853,0.39181077987,0.399096373527,0.401248029194,0.413520080863,0.418583499434,0.455223719899
3100,0.000773259935009,0.00117439902006,0.00179735950995,0.00190128271784,0.00277816278755,0.00337181851995,0.00565791816744,0.0116089413424,0.0117946710753,0.0204732885246,0.0254003775528,0.0288651012085,0.0276835634135,0.0308489102996,0.0469951205132,0.0866465461301,0.0885232139984,0.109445116217,0.118389931797,0.143843350022,0.147982090828,0.154187636207,0.177782465838,0.210642676395,0.214560416757,0.273622479351,0.301019734932,0.305797088733,0.305797088733,0.315421169119,0.319098109003,0.319580572382,0.327148952282,0.336831189803,0.358998230282,0.365986823265,0.372706254379,0.374484221696,0.384142919239,0.388667090895,0.417173821335,0.417023477568
3110,0.000789830336067,0.0011809283799,0.0017527794392,0.00185404075321,0.00270920192912,0.00328838759444,0.00551987725171,0.0113319139883,0.0115136550009,0.0199486620389,0.0247742881033,0.028172560061,0.0270187474608,0.0301221749483,0.0459378804638,0.07940149983,0.0812868360617,0.10199654618,0.110693440597,0.136341270593,0.140437931674,0.146564795506,0.16957435807,0.20190203158,0.205686506286,0.264223799999,0.291680465514,0.296402178444,0.296402178444,0.305765062852,0.309382465449,0.309862358542,0.317305461751,0.326769071542,0.348463183778,0.355455594291,0.362067051418,0.363756785689,0.373272646339,0.377681778588,0.40560265704,0.40539856539,0.456381130356
4000,0.000758630309345,0.0011308488754,0.00159492336881,0.00169103215225,0.00250514246937,0.00305712123198,0.00518591555955,0.0102763181723,0.0108332698855,0.0189878923519,0.0236353765733,0.0268527745891,0.025843529428,0.028774540462,0.0435323292544,0.0757034966446,0.0774936553936,0.097419218939,0.105411820813,0.122255195239,0.125477065701,0.131237279878,0.149771514285,0.180027363614,0.191628716598,0.236944852014,0.261215835468,0.265561030352,0.265561030352,0.282609061759,0.28585380203,0.286259743991,0.292922975067,0.30188561822,0.321770393679,0.319344959171,0.324910683927,0.326408241187,0.335035288065,0.338543887793,0.362602436497,0.37130681123,0.403152871849,0.418437255255
4002,0.000744720240881,0.00111015189277,0.0016449512756,0.00173939137973,0.00253862766979,0.00308048280271,0.00517081725135,0.0105922170348,0.0107542393823,0.0187181676485,0.0232956453034,0.0264663654537,0.0254311145223,0.028319013652,0.0428620391922,0.0747496334584,0.0765191323094,0.096160954228,0.104022194365,0.127407699731,0.130643547132,0.136303996819,0.156816105096,0.186543259082,0.189317451156,0.243571993584,0.267716345253,0.271998265246,0.271998265246,0.279445360109,0.282654778095,0.283057686427,0.289635204892,0.29849250356,0.318045203515,0.324770452491,0.330249613106,0.331727857985,0.340267120802,0.34382220153,0.367447165412,0.366884476444,0.406515586013,0.421509460898,0.469213413133
4004,0.000741813950834,0.00110582740479,0.00163857871948,0.00173264175279,0.00252878585097,0.00306857563501,0.00518374399652,0.0105819541697,0.0107433870214,0.0186788119609,0.0232411602092,0.0264042727634,0.0253727513404,0.0282513276023,0.0425833020895,0.074385264822,0.0761513872162,0.0956638790984,0.103535609145,0.12682985091,0.130139336146,0.13565680431,0.156084466749,0.185635856342,0.188118958736,0.242078814688,0.266168614753,0.270392139472,0.270392139472,0.277787240831,0.280992277019,0.281394970969,0.287976943523,0.296745667045,0.316383185553,0.323118556454,0.328524094588,0.330000222596,0.338473128883,0.341873906785,0.365383944485,0.364804882992,0.403997469147,0.418959061124,0.46487992165,0.474970899696
4100,0.000721115434465,0.00107837216246,0.00160138198859,0.00169363535365,0.00247502584937,0.00300497356273,0.00508227814286,0.0103661665079,0.0105067250098,0.0182275776946,0.0227414353329,0.0258127043693,0.0248118366971,0.0276484462393,0.0415199301989,0.0728268921131,0.0745711217968,0.093729107884,0.101421194736,0.124311092177,0.127584163863,0.133001300959,0.152895220458,0.181627834697,0.184035034241,0.236934817093,0.25955426441,0.263660303101,0.263660303101,0.270472173454,0.273605468731,0.274051080112,0.280581630566,0.28904084183,0.308158990298,0.314904846357,0.320071770617,0.321278981797,0.329524746062,0.332798729456,0.354930318654,0.353642470941,0.389917943079,0.404245882843,0.44415450444,0.453810953107,0.458027632674
4102,0.00072065874761,0.00107769044534,0.00160037509215,0.00169256871395,0.0024734685243,0.00300308827268,0.00507913031407,0.0103598748443,0.0105003572394,0.0182168552502,0.0227283960991,0.0257981480559,0.0247978776548,0.0276330405231,0.0414973797844,0.072789439851,0.0745329980895,0.0936485266144,0.101357103195,0.124194562275,0.127466683074,0.132882317753,0.152674954077,0.181331448722,0.183742786269,0.236585389062,0.259167095774,0.263272507408,0.263272507408,0.270089063905,0.273221871193,0.273585539523,0.280100293741,0.288546093233,0.307663669374,0.314412120541,0.31961509748,0.320822176696,0.329007574629,0.33227961835,0.354357723415,0.35318132823,0.389426518683,0.403755595563,0.44362605509,0.453206930912,0.457402386459,0.478781828993
4104,0.000720365749337,0.00107725307276,0.00159972908906,0.00169188438202,0.00247246937879,0.00300187870842,0.0050771107037,0.0103558381037,0.0104962716627,0.0182099755029,0.0227200296461,0.0257888080436,0.0247889208602,0.0276231553852,0.0414829098883,0.0727654067661,0.0745085340171,0.0936187467987,0.101325408793,0.124158835426,0.127430175115,0.132844548768,0.152632128849,0.18128237542,0.183692698085,0.236488093436,0.259069199575,0.263173845202,0.263173845202,0.269988497188,0.273120724076,0.273484347045,0.279998507315,0.288442502272,0.307556891747,0.314295359103,0.319475696375,0.32068258699,0.328867142925,0.332138220641,0.35421083016,0.353033904994,0.389282306928,0.403610032227,0.443346529584,0.452927976664,0.457162369862,0.478485497956,0.479828928093
4200,0.000705386319246,0.00104555638536,0.00155741130118,0.00164759311891,0.00241208885302,0.00293076174654,0.00496466045409,0.010140308656,0.0102782498311,0.0177682386365,0.0221556995086,0.0251384924297,0.0241586179577,0.026946799309,0.0405466902326,0.0713673440269,0.0730740117883,0.091579063384,0.0991519316424,0.121772168753,0.124999881632,0.130208568292,0.149749154882,0.177492972654,0.179760161047,0.231583977608,0.252740562267,0.256399369162,0.256399369162,0.260645076561,0.263668209835,0.263940667787,0.270210207468,0.278496098527,0.297028593789,0.303683034581,0.308572680612,0.309530779152,0.317563704011,0.320736792308,0.339639852595,0.338377117647,0.374219828395,0.388339692325,0.42549939894,0.434903682371,0.438967193137,0.458171496966,0.459193142363,0.45949128996
4202,0.00070128369449,0.00103948587877,0.00154841636837,0.00163806222523,0.0023981480015,0.00291387102633,0.00493640383371,0.010083723064,0.0102209751411,0.0176770080233,0.0220435590854,0.0250126623119,0.0240381542977,0.0268131497098,0.0403482432901,0.0710329083297,0.0727334454216,0.0911642272617,0.0987097775489,0.121270927273,0.124487459497,0.129678630095,0.149146983143,0.176762216704,0.179015257074,0.230699713239,0.254122959726,0.257765574467,0.257765574467,0.259723064818,0.262737189432,0.263009078951,0.269265588502,0.277524702396,0.296005981475,0.302624697246,0.307503130273,0.308458693162,0.316472622177,0.319633459933,0.338494113418,0.33725220465,0.373004291005,0.387094417413,0.424158837304,0.433525298687,0.437579177385,0.45663613758,0.457740122744,0.458037672912,0.478902703475
4204,0.000693716348845,0.00102828842441,0.00153182316967,0.00162048078619,0.00237243122626,0.00288271115469,0.00488426554046,0.00994522935444,0.0100623639881,0.0174687664427,0.0216997112356,0.0246057049148,0.0236579102511,0.0264169347066,0.0396398172126,0.0700826783709,0.0717587572499,0.0893308345687,0.096705281375,0.118962814546,0.122086771968,0.12720414487,0.1462264843,0.173200059152,0.175201723658,0.225899403268,0.248379340951,0.252004336123,0.252004336123,0.253785349726,0.256762266684,0.257034875109,0.263020934539,0.271197586689,0.28887387317,0.295528909546,0.300255302647,0.301122728073,0.30876774683,0.311871021293,0.329634010158,0.328332185277,0.363360742572,0.377247525852,0.412201422964,0.421587856667,0.425421138075,0.443253954468,0.444207541504,0.444498003452,0.463569912756,0.464916045835
4208,0.000680621118333,0.00100891032537,0.00150310287036,0.00159005140739,0.0023176707985,0.00281855338961,0.00480408157598,0.00977479825703,0.00989004466472,0.0171852948884,0.0213562253109,0.0242011294476,0.0232794490273,0.0259957937235,0.0390108065584,0.0690139936257,0.0706912928094,0.088111184473,0.0954106789584,0.117238457574,0.120332957616,0.125381671695,0.144094419793,0.170792302077,0.172632440712,0.222436735674,0.244729690928,0.248253126172,0.248253126172,0.249846918218,0.25279630722,0.253067400907,0.258951342986,0.267019843511,0.284317693144,0.290947895168,0.295553147812,0.296413985767,0.30399176377,0.307053963863,0.324532713749,0.323201795723,0.357744745246,0.371454284317,0.404989504835,0.414256025721,0.417990887536,0.435300037028,0.436233886285,0.436523082669,0.453822363532,0.455121250681,0.469378520309
4300,0.000623968465494,0.000946707395891,0.00145415780458,0.00154194212145,0.00227722900457,0.00278474933383,0.00474145186878,0.00970866500228,0.0098251679684,0.0171502308265,0.0211985464125,0.024022662229,0.0230275707413,0.0257439160854,0.0386485000388,0.0686274091398,0.0703340328155,0.0872553317158,0.0945980287437,0.115988757926,0.118820721637,0.123605349917,0.141866216023,0.168003697671,0.169628995864,0.218691671963,0.239034620288,0.242428465957,0.242428465957,0.243318865558,0.246175422939,0.246408811614,0.252168245772,0.259402601308,0.27571542152,0.282463370457,0.286684178251,0.287468191535,0.29458612391,0.297555744836,0.312233718807,0.310541915857,0.337827320987,0.350031292726,0.378404171756,0.387712454341,0.390594859818,0.404092170474,0.404893846659,0.405021506994,0.421049983936,0.422316786577,0.434228073198,0.442200463068
4302,0.000623784824188,0.000946429244664,0.00145373275632,0.00154149071219,0.00227656292063,0.00278393705747,0.00474008572441,0.00970592133727,0.00982239521093,0.0171455270296,0.0211928732643,0.0240163348838,0.0230215191551,0.0257372129061,0.0386386809496,0.0686108651826,0.0703171734399,0.0872350450387,0.094576388193,0.115958675703,0.118790171398,0.123570334775,0.141798722892,0.167926265496,0.169556010003,0.218489842826,0.238597208177,0.241971561143,0.241971561143,0.242813643601,0.245670588685,0.245903349633,0.251609722233,0.258814120855,0.274986304457,0.281740341268,0.285969401619,0.286731565371,0.293809685431,0.296770852818,0.311413448062,0.309717580791,0.336983688149,0.349195696681,0.377098093595,0.386391314842,0.389271703392,0.402665314165,0.403467316314,0.403595245195,0.41950808953,0.420779215569,0.432643908395,0.440676492613,0.47961683571
4304,0.000623637014614,0.000946205365556,0.00145339064141,0.00154112738001,0.00227602679992,0.00278328326778,0.00473898612719,0.00970371296412,0.0098201634197,0.0171417408913,0.0211883068297,0.0240112418334,0.0230166480655,0.0257318173074,0.0386307771675,0.0685975479699,0.0703036022948,0.0872187148361,0.0945589680428,0.11593897084,0.118770070679,0.123549579398,0.141775208313,0.167869445144,0.169491435292,0.218382604127,0.238492324758,0.241866434607,0.241866434607,0.242711341761,0.245568055266,0.245800825263,0.251499457324,0.258703068986,0.274874387867,0.281628593538,0.285846910012,0.286609048147,0.293526147689,0.296486503747,0.311103861054,0.309406583377,0.336682999096,0.348896993436,0.376771094874,0.38606609868,0.38892211676,0.402306471952,0.403104421449,0.403232407833,0.4191363683,0.420408427972,0.432276369623,0.440311535465,0.479245230554,0.48106077155
4306,0.00062552317374,0.000949062214418,0.00145775619676,0.00154576369819,0.00228286797781,0.00279162589883,0.00475301697689,0.00973189030873,0.00986742023491,0.0172082966792,0.0212287558111,0.0240586886192,0.0230787882179,0.0258006470085,0.0386617309827,0.0687011148696,0.070410781827,0.0873857377634,0.0947456194898,0.115986237652,0.118823246601,0.123596877315,0.141866837596,0.167783713805,0.16939067139,0.218169646949,0.23611320987,0.23943692305,0.23943692305,0.24219175366,0.245022753356,0.245256181364,0.250975917362,0.258154425731,0.274313676806,0.281085529611,0.285314063369,0.286077904644,0.293018728016,0.295983585832,0.310519415737,0.308804047907,0.335688033264,0.347931067033,0.375478414771,0.384799851666,0.387634049681,0.400902038754,0.401655524842,0.40178400544,0.41767411623,0.416867219778,0.428346618202,0.436370015835,0.474300658033,0.475920172797,0.476350643669
4310,0.000614340424113,0.000932123962244,0.00143187084627,0.00151827350613,0.00224230395138,0.00274215713819,0.00463463618106,0.00953022896455,0.00966370836348,0.0168866129862,0.0207885907412,0.0235846345215,0.0226489848965,0.0252759243893,0.0378475049758,0.0674658562407,0.0691365163366,0.0858000705387,0.0930094845988,0.113984918515,0.116801278885,0.121527080282,0.139561890061,0.164864650604,0.166432438881,0.214190478724,0.231801296456,0.234919400263,0.234919400263,0.237397011149,0.240084581681,0.240285925055,0.245847516248,0.252663702058,0.268519773315,0.275276842791,0.279371938092,0.280110350223,0.28690772373,0.289814770854,0.304002143477,0.30236702284,0.329027371835,0.34112820138,0.367646634902,0.376948239892,0.379685018735,0.392901803642,0.39361575504,0.393718421504,0.40917274923,0.408369484956,0.419153268643,0.427028178642,0.463063812398,0.464635350395,0.465039583469,0.469902240747
4312,0.000613669848184,0.000931108223425,0.001430318424,0.00151662488514,0.00223987123605,0.00273919023086,0.00462968190698,0.00952023388214,0.00965358705807,0.0168694168015,0.020767926789,0.0235615563605,0.0226268714869,0.0252514699837,0.0378117636105,0.0673737853195,0.0690434700702,0.0856506846185,0.0928563290418,0.113814069907,0.116628938586,0.121352322908,0.139375484243,0.164665766545,0.166215216416,0.213839539358,0.2314271491,0.234544026917,0.234544026917,0.237019103127,0.239705535525,0.239906900247,0.245462079394,0.25227458713,0.268124428658,0.274881011065,0.278976942776,0.279699982954,0.286496007268,0.289400611386,0.303540573167,0.301904062948,0.328563752894,0.340643116718,0.367163566871,0.376464093881,0.379200211703,0.392413888151,0.393127582886,0.393230288325,0.408451490974,0.407650774685,0.418415245843,0.426257561962,0.462057503892,0.463622403324,0.464017340946,0.468855994188,0.481231359376
4314,0.000613669848184,0.000931108223425,0.001430318424,0.00151662488514,0.00223987123605,0.00273919023086,0.00462968190698,0.00952023388214,0.00965358705807,0.0168694168015,0.020767926789,0.0235615563605,0.0226268714869,0.0252514699837,0.0378117636105,0.0673737853195,0.0690434700702,0.0856506846185,0.0928563290418,0.113814069907,0.116628938586,0.121352322908,0.139375484243,0.164665766545,0.166185411933,0.213811297434,0.231400282885,0.234517223057,0.234517223057,0.236992237379,0.239678717267,0.239880093068,0.245435522434,0.252248088599,0.268098266198,0.274855106639,0.278951166962,0.279674223914,0.286470436937,0.289375005178,0.303515423898,0.301878781525,0.328539588726,0.340619236188,0.367140244664,0.37644097974,0.379177141539,0.392391030317,0.39310473218,0.393207442194,0.408428881314,0.407628230673,0.418392823934,0.426235354516,0.462035178404,0.463600081148,0.463995021437,0.468833640694,0.481209208875
